Organisation Name,Effective Date,Property ID,Property Type,Property Name,Property Name/Address (Where no UPRN),Street Number,Street,Town / Post Town,Postcode,Ward,Geo X (Easting),Geo Y (Northing),Tenure Type,Vacant,Holding Type,Building Size - GIA (M2),Site Area (Hectares),Occupied by Council / Direct Service Property,Purpose / Asset Category,EPC Rating,Council Tax,Key Features,Property Rent/Sale History,Base Price,New Price,Effective Year,Price Per Sq Meter,Property History Count,EPC Category
"Bristol, City of",7/1/2022,19904,Land-Residential,Fortfield Road/Chessington Avenue - Housing Development,Fortfield Road/Chessington Avenue - Housing Development Site B1 Hengrove Bristol BS14 9NU,,,,BS14 9NU,Hengrove & Whitchurch Park,360636,168473,Freehold,,Land Only,222,0.726682,,Indirect Service / Non-Investment Letting(s),,,,"2010, 2012, 2016, 2021, 2023",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,20099,Land-Open Space,Kingsweston House - Grounds To West Of,Kingsweston House - Grounds To West Of Kings Weston Lane Kingsweston Bristol BS11 0UR,,,,BS11 0UR,Avonmouth & Lawrence Weston,354042,177404,Freehold,,Land Only,222,3.747014,Yes,Community,,,,"2010, 2011, 2012, 2013, 2016, 2021",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,9213,Industrial/Workshop,Cambridge House,Cambridge House Waterloo Street St Philips Bristol BS2 0PH,,Waterloo Street,Bristol,BS2 0PH,Lawrence Hill,359982,173230,Freehold,,Land And Building(S),222,0.043125,,Investment Properties,,,"Storage Space, Loading Dock","2011, 2016, 2017, 2020, 2021",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,9214,Industrial/Workshop,Kelso House,Kelso House Waterloo Street St Philips Bristol BS2 0PH,,Waterloo Street,Bristol,BS2 0PH,Lawrence Hill,359998,173220,Freehold,,Land And Building(S),222,0.070121,,Investment Properties,,,"Storage Space, Loading Dock","2015, 2016, 2019, 2021, 2022",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,9216,Cafe/Restaurant,The Kiosk,The Kiosk Welsh Back Bristol BS1 4SB,,Welsh Back,Bristol,BS1 4SB,Central,358934,172821,Freehold,,Land And Building(S),10,0.0011,,Investment Properties,G,2200,,"2011, 2016, 2018, 2019, 2021, 2024",291200,,2022,29120,6,Low
"Bristol, City of",7/1/2022,9181,Offices,Brunels Buttery Kitchen,Brunels Buttery Kitchen Wapping Wharf Harbourside Bristol BS1 6UD,,,,BS1 6UD,Hotwells & Harbourside,358273,172191,Freehold,,Land And Building(S),222,0.0043,,Investment Properties,,,"Private Parking, Modern Kitchen","2012, 2015, 2016, 2017, 2018, 2021, 2024",,,2022,0,7,Unknown
"Bristol, City of",7/1/2022,9184,Cafe/Restaurant,Brunels Buttery,Brunels Buttery Princes Wharf Harbourside Bristol BS1 4RN,,Wapping Railway Wharf,Bristol,BS1 6UD,Hotwells & Harbourside,358540,172256,Freehold,,Land And Building(S),0,0.0015,,Investment Properties,G,2200,,"2010, 2013, 2015, 2016, 2017, 2018, 2021, 2022",291200,,2022,0,8,Low
"Bristol, City of",7/1/2022,13291,House/Houses,Brislington School House,Brislington School House 210 Hungerford Road Brislington Bristol BS4 5ET,10,Green Close,Bristol,BS7 0NL,Brislington West,362583,169917,Freehold,,Land And Building(S),222,0.032524,Yes,Direct Service,,,,"2010, 2016, 2021, 2022, 2025",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,13397,Telecommunications Aerials/Masts,Smoke Lane - Telecommunications Base Station,Smoke Lane - Telecommunications Base Station Smoke Lane Avonmouth Bristol BS11,,Smoke Lane,Bristol,BS11 0YA,Avonmouth & Lawrence Weston,353019,181096,Freehold,,Land Only,222,0.028241,,Investment Properties,,,,"2012, 2015, 2016, 2021, 2022, 2024",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,8954,Land-Car/Lorry Park,Little Paradise Public Car Park,Little Paradise Public Car Park Little Paradise Bedminster Bristol BS3 4EX,,Little Paradise,Bristol,BS3 4DY,Southville,358539,171496,Freehold,,Land Only,222,0.168656,Yes,Direct Service,,,,"2012, 2016, 2018, 2019, 2021",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,8597,Store/Depot/Warehouse,Sea Mills Depot,Sea Mills Depot Sea Mills Lane Sea Mills Bristol BS9 1DP,,Sea Mills Lane,Bristol,BS9 1DP,Stoke Bishop,355400,176180,Freehold,,Land And Building(S),1534.2,0.8177,Yes,Direct Service,F,2000,,"2014, 2016, 2017, 2021, 2023",415294.66,,2022,270.691344,5,Low
"Bristol, City of",7/1/2022,8608,Land-Public Park,Gaunts Ham Park,Gaunts Ham Park Chancery Street Barton Hill Bristol,,Chancery Street,Bristol,BS5 0BD,Lawrence Hill,360683,173246,Freehold,,Land Only,222,0.6745,Yes,Community,,,,"2013, 2016, 2021, 2022, 2024",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,8609,Land-Public Park,Gaunts Ham Park - Extension,Gaunts Ham Park - Extension Lincoln Street Barton Hill Bristol,,Chancery Street,Bristol,BS5 0BD,Lawrence Hill,360683,173246,Freehold,,Land Only,222,0.334151,Yes,Community,,,,"2013, 2014, 2016, 2017, 2021, 2024",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,8021,Sports Building/Hall/Facility,Greville Smyth Park - Sports Facility,Greville Smyth Park - Sports Facility Greville Smyth Park Ashton Road Bristol,,Ashton Road,Bristol,BS3 2EQ,Southville,357049,171737,Freehold,,Land And Building(S),206,0.379926,Yes,Direct Service,G,2200,,"2016, 2020, 2021, 2025",291200,,2022,1413.592233,4,Low
"Bristol, City of",7/1/2022,9185,Shop/Kiosk,The Bristol Packet,The Bristol Packet Wapping Wharf Gasferry Road Bristol BS1 6UN,,Gas Ferry Road,Bristol,BS1 6UN,Hotwells & Harbourside,357942,172330,Freehold,,Land And Building(S),13.9,0.003648,,Investment Properties,G,2200,,"2016, 2018, 2021, 2025",291200,,2022,20949.64029,4,Low
"Bristol, City of",7/1/2022,9194,Shop/Kiosk,Unit 1 Waring House,Unit 1 Waring House Redcliff Hill Redcliff Bristol BS1 6TB,,Redcliff Hill,Bristol,BS1 6TB,Central,359001,172158,Freehold,,Land And Building(S),122.03,0.0143,,Investment Properties,F,2000,,"2012, 2014, 2016, 2020, 2021, 2022",291200,,2022,2386.298451,6,Low
"Bristol, City of",7/1/2022,9195,Shop/Kiosk,Units 2  And 3 Waring House,Units 2  And 3 Waring House Redcliff Hill Redcliff Bristol BS1 6TB,,Redcliff Hill,Bristol,BS1 6TB,Central,359002,172152,Freehold,,Land And Building(S),80,0.021375,,Investment Properties,F,2000,,"2010, 2016, 2017, 2019, 2020, 2021",291200,,2022,3640,6,Low
"Bristol, City of",7/1/2022,9198,Shop/Kiosk,Unit 5 Waring House,Unit 5 Waring House Redcliff Hill Redcliff Bristol BS1 6TB,,Redcliff Hill,Bristol,BS1 6TB,Central,358994,172138,Freehold,,Land And Building(S),79.75,0.0112,,Investment Properties,F,2000,,"2011, 2016, 2019, 2021, 2025",291200,,2022,3651.410658,5,Low
"Bristol, City of",7/1/2022,9199,Shop/Kiosk,Unit 6 Waring House,Unit 6 Waring House Redcliff Hill Redcliff Bristol BS1 6TB,,Redcliff Hill,Bristol,BS1 6TB,Central,358993,172131,Freehold,,Land And Building(S),97.26,0.0112,,Investment Properties,F,2000,,"2013, 2016, 2018, 2019, 2020, 2021, 2022",291200,,2022,2994.036603,7,Low
"Bristol, City of",7/1/2022,9200,Shop/Kiosk,Unit 10 Waring House,Unit 10 Waring House Redcliff Hill Redcliff Bristol BS1 6TB,,Redcliff Hill,Bristol,BS1 6TB,Central,358983,172111,Freehold,,Land And Building(S),126.78,0.0112,,Investment Properties,E,1800,,"2011, 2016, 2021, 2024",291200,,2022,2296.892254,4,Low
"Bristol, City of",7/1/2022,9201,Shop/Kiosk,Unit 7 Waring House,Unit 7 Waring House Redcliff Hill Redcliff Bristol BS1 6TB,,Redcliff Hill,Bristol,BS1 6TB,Central,358991,172127,Freehold,,Land And Building(S),97.26,0.0107,,Investment Properties,E,1800,,"2013, 2014, 2016, 2020, 2021",291200,,2022,2994.036603,5,Low
"Bristol, City of",7/1/2022,9202,Shop/Kiosk,Unit 8 Waring House,Unit 8 Waring House Redcliff Hill Redcliff Bristol BS1 6TB,,,,BS1 6TB,Central,358988,172122,Freehold,,Land And Building(S),102.2,0.011,,Investment Properties,G,2200,,"2011, 2016, 2017, 2019, 2021, 2022",291200,,2022,2849.315068,6,Low
"Bristol, City of",7/1/2022,9203,Shop/Kiosk,Unit 9 Waring House,Unit 9 Waring House Redcliff Hill Redcliff Bristol BS1 6TB,,,,BS1 6TB,Central,358988,172122,Freehold,,Land And Building(S),102.34,0.0102,,Investment Properties,F,2000,,"2014, 2016, 2020, 2021",291200,,2022,2845.417237,4,Low
"Bristol, City of",7/1/2022,9204,Shop/Kiosk,Unit 11 Waring House,Unit 11 Waring House Redcliff Hill Redcliff Bristol BS1 6TB,,Redcliff Hill,Bristol,BS1 6TB,Central,358981,172107,Freehold,,Land And Building(S),101.94,0.0122,,Investment Properties,G,2200,,"2015, 2016, 2017, 2020, 2021, 2025",291200,,2022,2856.582303,6,Low
"Bristol, City of",7/1/2022,6698,Petrol Station/Garage-Commercial,Southville Service Station,Southville Service Station Coronation Road Southville Bristol BS3 1RN,,Coronation Road,Bristol,BS3 1RN,Southville,357383,172023,Freehold,,Land And Building(S),222,0.263113,,Investment Properties,,,,"2012, 2014, 2015, 2016, 2020, 2021",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,10314,Store/Depot/Warehouse,Mead Street / York Road - Premises At,Mead Street / York Road - Premises At Bedminster Bristol BS4 3DZ,,Mead Street,Bristol,BS4 3DZ,Southville,359550,172043,Freehold,,Land And Building(S),222,0.22219,,Investment Properties,,,,"2011, 2013, 2016, 2021, 2023",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,10393,House/Houses,Ashton Court - Keepers Cottage,Ashton Court - Keepers Cottage Rownham Hill Long Ashton North Somerset BS41 9JJ,,,,BS41 9JJ,Outside Bristol,355298,172018,Freehold,,Land And Building(S),231,0.1782,,Indirect Service / Non-Investment Letting(s),E,1800,,"2010, 2013, 2016, 2017, 2021",291200,,2022,1260.606061,5,Low
"Bristol, City of",7/1/2022,10394,House Service Occupancy,Ashton Court - Kennel Lodge,Ashton Court - Kennel Lodge Kennel Lodge Road Bower Ashton Bristol BS3 2JT,,Kennel Lodge Road,Bristol,BS3 2JT,Bedminster,356305,171807,Freehold,,Land And Building(S),81,0.034637,Yes,Direct Service,E,1800,,"2012, 2013, 2015, 2016, 2019, 2020, 2021",291200,,2022,3595.061728,7,Low
"Bristol, City of",7/1/2022,10400,Store/Depot/Warehouse,Bower Ashton Depot,Bower Ashton Depot Kennel Lodge Road Bower Ashton Bristol BS3 2JT,,Kennel Lodge Road,Bristol,BS3 2JT,Bedminster,356134,171664,Freehold,,Land And Building(S),2084.4,0.2666,Yes,Direct Service,E,1800,,"2016, 2017, 2021, 2022, 2023",599087.42,,2022,287.4148052,5,Low
"Bristol, City of",7/1/2022,10403,House Service Occupancy,Ashton Court - 1 Park Farm,Ashton Court - 1 Park Farm Parklands Road Bower Ashton Bristol BS3 2JP,,Parklands Road,Bristol,BS3 2JP,Bedminster,356206,171635,Freehold,,Land And Building(S),174,0.031541,Yes,Direct Service,G,2200,,"2012, 2016, 2018, 2020, 2021",291200,,2022,1673.563218,5,Low
"Bristol, City of",7/1/2022,9886,Shop/Kiosk,3 Marshall Walk,3 Marshall Walk Knowle Bristol BS4 1TR,3,Marshall Walk,Bristol,BS4 1TR,Filwood,358715,169185,Freehold,,Land And Building(S),133.6,0.007363,,Investment Properties,G,2200,,"2010, 2011, 2016, 2017, 2021, 2024",291200,,2022,2179.640719,6,Low
"Bristol, City of",7/1/2022,9887,Shop/Kiosk,5 Marshall Walk,5 Marshall Walk Knowle Bristol BS4 1TR,,,,BS4 ,Filwood,358708,169189,Freehold,Vacant,Land And Building(S),138.28,0.0148,,Investment Properties,E,1800,,"2010, 2013, 2016, 2017, 2021, 2022, 2023",291200,,2022,2105.872143,7,Low
"Bristol, City of",7/1/2022,9888,Shop/Kiosk,7 Marshall Walk,7 Marshall Walk Knowle Bristol BS4 1TR,,,,BS4 ,Filwood,358695,169189,Freehold,Vacant,Land And Building(S),129.6,0.0144,,Investment Properties,E,1800,,"2016, 2017, 2021, 2022",291200,,2022,2246.91358,4,Low
"Bristol, City of",7/1/2022,9890,Shop/Kiosk,9-11 Marshall Walk,9-11 Marshall Walk Knowle Bristol BS4 1TR,11,Marshall Walk,Bristol,BS4 1TR,Filwood,358687,169189,Freehold,,Land And Building(S),267.4,0.031469,,Investment Properties,G,2200,,"2016, 2017, 2021, 2022, 2024",291200,,2022,1089.005236,5,Low
"Bristol, City of",7/1/2022,132095,Land-Car/Lorry Park,Horizon House - Car Parking Spaces At,Horizon House - Car Parking Spaces At Deanery Road Bristol BS1 5AH,,Deanery Road,Bristol,BS1 5AH,Hotwells & Harbourside,358205,172708,Leasehold,,Land And Building(S),222,0.393783,Yes,Direct Service,,,,"2013, 2014, 2016, 2019, 2021, 2025",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,7158,Land-Amenity,East Street - Land Adjoining Former Public Conveniences,East Street - Land Adjoining Former Public Conveniences East Street Bedminster Bristol,,East Street,Bristol,BS3 4ZZ,Bedminster,358323,171424,Freehold,,Land Only,222,0.02252,Yes,Direct Service,,,,"2011, 2016, 2019, 2021, 2022, 2023, 2024",,,2022,0,7,Unknown
"Bristol, City of",7/1/2022,6466,Store/Depot/Warehouse,Severn Shed And Land Adjoining,Severn Shed And Land Adjoining The Grove City Centre Bristol BS1 4RB,,The Grove,Bristol,BS1 4RB,Central,358888,172412,Freehold,,Land And Building(S),410,0.10731,,Investment Properties,F,2000,,"2013, 2015, 2016, 2021",291200,,2022,710.2439024,4,Low
"Bristol, City of",7/1/2022,6468,Land-Car/Lorry Park,Former Arnolfini Car Park,Former Arnolfini Car Park The Grove City Centre Bristol,,The Grove,Bristol,BS1 4RB,Central,358788,172412,Freehold,,Land Only,222,0.052211,,Indirect Service / Non-Investment Letting(s),,,,"2011, 2016, 2020, 2021",,,2022,0,4,Unknown
"Bristol, City of",7/1/2022,10450,Offices,Wool Hall,Wool Hall 12 St Thomas Street Redcliff Bristol BS1 6JJ,12,St Thomas Street,Bristol,BS1 6JJ,Central,359137,172752,Freehold,,Land And Building(S),1057.61,0.044,,Investment Properties,B,1200,"Modern Kitchen, Meeting Rooms","2013, 2016, 2018, 2019, 2021, 2023",389466.88,,2022,368.2518887,6,High
"Bristol, City of",7/1/2022,8453,Petrol Station/Garage-Commercial,Units 1-2 Russell Town Avenue ,Units 1-2 Russell Town Avenue  Russell Town Avenue  Redfield Bristol BS5 9LU,,Russell Town Avenue,Bristol,BS5 9LT,Easton,360968,173498,Freehold,,Land And Building(S),0,0.1906,,Investment Properties,G,2200,,"2011, 2016, 2017, 2019, 2021, 2023",291200,,2022,0,6,Low
"Bristol, City of",7/1/2022,115869,Library,Broadwalk Shopping Centre - Knowle Library,Broadwalk Shopping Centre - Knowle Library 1st Floor Accommodation Broad Walk Bristol BS4 2QU,,Broad Walk,Bristol,BS4 2QU,Knowle,360612,170756,Leasehold,,Building(S) Only,329,0.04312,Yes,Direct Service,G,2200,,"2012, 2016, 2021",291200,,2022,885.106383,3,Low
"Bristol, City of",7/1/2022,8342,Museum,The Red Lodge,The Red Lodge Park Row Clifton Bristol BS1 5LJ,,Park Row,Bristol,BS1 5LJ,Central,358436,173112,Freehold,,Land And Building(S),761,0.127941,Yes,Direct Service,F,2000,,"2012, 2016, 2018, 2021, 2024",291200,,2022,382.6544021,5,Low
"Bristol, City of",7/1/2022,8344,Club/Cinema/Theatre,Red Lodge - The - Part Of,Red Lodge - The - Part Of Park Row Clifton Bristol BS1 5LJ,,Park Row,Bristol,BS1 5LJ,Central,358436,173112,Freehold,,Land And Building(S),222,0.048555,,Investment Properties,,,,"2010, 2015, 2016, 2021",,,2022,0,4,Unknown
"Bristol, City of",7/1/2022,9278,Industrial/Workshop,York Street Nursery Units,York Street Nursery Units 1-4 York Street St Werburghs Bristol BS2 9XT,1,York Street,Bristol,BS2 9XT,Ashley,359994,174689,Freehold,,Land And Building(S),0,0.1925,,Investment Properties,B,1200,"Security System, Storage Space","2012, 2014, 2016, 2021, 2022, 2023, 2024",291200,,2022,0,7,High
"Bristol, City of",7/1/2022,9270,Sports Building/Hall/Facility,Bristol Bowling Club,Bristol Bowling Club Duckmoor Road Ashton Bristol BS3 2BS,,Duckmoor Road,Bristol,BS3 2BS,Bedminster,357122,171412,Freehold,,Land Only,0,0.329141,,Indirect Service / Non-Investment Letting(s),F,2000,,"2012, 2016, 2017, 2021, 2022",291200,,2022,0,5,Low
"Bristol, City of",7/1/2022,9276,Offices,York House,York House Bond Street City Centre Bristol BS1 3LQ,,Bond Street,Bristol,BS1 3LQ,Ashley,359212,173580,Freehold,,Land And Building(S),0,0.208438,,Investment Properties,D,1600,"Meeting Rooms, Private Parking","2011, 2016, 2021, 2022, 2025",291200,,2022,0,5,Medium
"Bristol, City of",7/1/2022,9277,Industrial/Workshop,2-8 York Street,2-8 York Street St Werburghs Bristol BS2 9XT,2,York Street,Bristol,BS2 9XT,Ashley,360064,174708,Freehold,,Land And Building(S),146,0.065126,,Investment Properties,A,1000,"Loading Dock, Storage Space","2012, 2013, 2014, 2016, 2018, 2021",291200,,2022,1994.520548,6,High
"Bristol, City of",7/1/2022,6476,Cafe/Restaurant,Mud Dock Cafe And Cycle Works,Mud Dock Cafe And Cycle Works 40 The Grove City Centre Bristol BS1 4RB,40,The Grove,Bristol,BS1 4RB,Central,358712,172428,Freehold,,Land And Building(S),3600,0.047913,,Investment Properties,E,1800,,"2013, 2016, 2020, 2021, 2025",669401.19,,2022,185.944775,5,Low
"Bristol, City of",7/1/2022,6478,Offices,Potstop - 42 The Grove,Potstop - 42 The Grove City Centre Bristol BS1 4RB,42,The Grove,Bristol,BS1 4RB,Central,358694,172432,Freehold,,Land And Building(S),42.4,0.0049,,Investment Properties,B,1200,"Private Parking, Meeting Rooms","2016, 2018, 2020, 2021, 2023",291200,,2022,6867.924528,5,High
"Bristol, City of",7/1/2022,6479,Offices,44 The Grove,44 The Grove City Centre Bristol BS1 4RB,44,The Grove,Bristol,BS1 4RB,Central,358675,172433,Freehold,,Land And Building(S),56.3,0.0062,,Indirect Service / Non-Investment Letting(s),A,1000,"Modern Kitchen, Private Parking","2016, 2021, 2025",291200,,2022,5172.291297,3,High
"Bristol, City of",7/1/2022,8836,Land-Car/Lorry Park,College Street Public Car Park,College Street Public Car Park College Street City Centre Bristol BS1 5UY,,College Street,Bristol,BS1 5UY,Hotwells & Harbourside,358192,172758,Freehold,,Land Only,222,0.410257,Yes,Direct Service,,,,"2016, 2017, 2018, 2021",,,2022,0,4,Unknown
"Bristol, City of",7/1/2022,7074,Store/Depot/Warehouse,1-5 St Gabriels Road,1-5 St Gabriels Road Easton Bristol BS5 0RT,,St Gabriels Road,Bristol,BS5 0RT,Lawrence Hill,360570,173849,Freehold,,Land Only,399.3,0.043281,,Indirect Service / Non-Investment Letting(s),E,1800,,"2011, 2016, 2017, 2021",291200,,2022,729.2762334,4,Low
"Bristol, City of",7/1/2022,9005,Industrial/Workshop,9 Orange Street - Premises At,9 Orange Street - Premises At St Pauls Bristol BS2 9HG,9,Orange Street,Bristol,BS2 9HG,Ashley,359565,173671,Freehold,,Land And Building(S),222,0,,Investment Properties,,,"Storage Space, Loading Dock","2013, 2016, 2017, 2021",,,2022,0,4,Unknown
"Bristol, City of",7/1/2022,9006,Offices,1-2 Orchard Court,1-2 Orchard Court Orchard Lane City Centre Bristol BS1 5DS,,Orchard Lane,Bristol,BS1 5DS,Central,358478,172908,Freehold Reversion,,Land And Building(S),0,0.189725,,Investment Properties,C,1400,"Meeting Rooms, Modern Kitchen","2011, 2016, 2021, 2023, 2024",291200,,2022,0,5,Medium
"Bristol, City of",7/1/2022,8936,Offices,35-38 High Street,35-38 High Street City Centre Bristol BS1 2AW,35,High Street,Bristol,BS1 2AW,Central,358929,172974,Freehold,,Land And Building(S),222,0.02976,,Investment Properties,,,"Modern Kitchen, Private Parking","2013, 2016, 2021, 2022, 2023",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,8937,Store/Depot/Warehouse,Market Gate,Market Gate First And Second Floors 35-38 High Street City Centre Bristol BS1 2AW,35,High Street,Bristol,BS1 ,Central,358929,172974,Freehold,Vacant,Land And Building(S),222,0.02976,,Investment Properties,,,,"2015, 2016, 2020, 2021",,,2022,0,4,Unknown
"Bristol, City of",7/1/2022,8938,Public House,Rummer Public House - Part Of,Rummer Public House - Part Of 39-40 High Street City Centre Bristol BS1 2AT,39,High Street,Bristol,BS1 ,Central,358913,173002,Freehold,Vacant,Land And Building(S),630.84,0.0164,,Investment Properties,E,1800,,"2015, 2016, 2017, 2021, 2022, 2024",291200,,2022,461.6067466,6,Low
"Bristol, City of",7/1/2022,8941,Shop/Kiosk,49 High Street,49 High Street City Centre Bristol BS1 2AZ,49,High Street,Bristol,BS1 2AZ,Central,358891,173041,Freehold,,Land And Building(S),0,0.002328,,Investment Properties,G,2200,,"2012, 2016, 2017, 2019, 2021, 2022",291200,,2022,0,6,Low
"Bristol, City of",7/1/2022,9458,Store/Depot/Warehouse,Unit 9 Albion Dockside Estate,Unit 9 Albion Dockside Estate Hanover Place Harbourside Bristol BS1 6UT,,Hanover Place,Bristol,BS1 6UT,Hotwells & Harbourside,357695,172253,Freehold,,Land And Building(S),101.2,0.01822,,Investment Properties,F,2000,,"2016, 2020, 2021, 2022, 2025",291200,,2022,2877.470356,5,Low
"Bristol, City of",7/1/2022,9220,Offices,The Waterfront,The Waterfront Welsh Back City Centre Bristol BS1 4SB,,Welsh Back,Bristol,BS1 4SB,Central,358924,172595,Freehold,,Land And Building(S),0,0.073515,,Investment Properties,A,1000,"Modern Kitchen, Meeting Rooms","2014, 2016, 2017, 2019, 2021, 2022",291200,,2022,0,6,High
"Bristol, City of",7/1/2022,9222,Cafe/Restaurant,The Granary,The Granary 51 Queen Charlotte Street City Centre Bristol BS1 4HQ,51,Queen Charlotte Street,Bristol,BS1 4SB,Central,358885,172672,Freehold Reversion,,Land And Building(S),222,0.03875,,Investment Properties,,,,"2010, 2011, 2012, 2016, 2019, 2021",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,8947,Community Centre/Facilities,Easton Community Centre,Easton Community Centre Kilburn Street Easton Bristol BS5 6AW,,Kilburn Street,Bristol,BS5 6AW,Easton,361003,173795,Freehold,,Land And Building(S),1060.73,0.084555,,Indirect Service / Non-Investment Letting(s),F,2000,,"2012, 2016, 2018, 2021",381207.07,,2022,359.3818125,4,Low
"Bristol, City of",7/1/2022,8307,Shop/Kiosk,107 St Georges Road,107 St Georges Road City Centre Bristol BS1 5UW,107,St Georges Road,Bristol,BS1 5UW,Hotwells & Harbourside,357952,172625,Freehold,,Land And Building(S),111.1,0.0131,,Investment Properties,G,2200,,"2010, 2014, 2016, 2020, 2021, 2022",291200,,2022,2621.062106,6,Low
